Data zaladunku;Miejsce zaladunku;Data operacji;Dostawca;Typ operacji;Nr WZ;Czy magazynowane;Deklaracja/KZR;Volumen;Jednostka miary;Cena zakupu/produkcji;Wartosc;Cena sprzedazy;Produkt;Rodzaj zrebki;Rabanie (kto);Koszt rabania;Przewoznik;Nr rejestracyjny;Odleglosc km;Stawka zl/km;Koszt transportu;Odbiorca;Miejsce pochodzenia;Uwagi;Utworzyl;Data dodania wpisu;ID operacji;ID powiazania;Status
2026-07-30;Chrzanów;2026-07-30;Magazyn Zabrze;ZAKUP;PZ/50  5/202624969/6081;TAK;Deklaracja;81.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;200.0;5.0;1000.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 11:10:11;OP-MIGR-00235;;AKTYWNY
2026-07-30;;2026-07-30;NDL Chrzanów, Leśnictwo Płoki;ZAKUP;PZ/51;TAK;Deklaracja;20.28;M3;141.0;2859.48;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 11:24:13;OP-MIGR-00236;;AKTYWNY
2026-07-30;;2026-07-30;Magazyn Zabrze;PRODUKCJA;PZ/51;TAK;Deklaracja;81.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 11:25:06;OP-MIGR-00237;;AKTYWNY
2026-07-30;;2026-07-30;Magazyn Zabrze;ZUŻYCIE;PZ/51;TAK;Deklaracja;81.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-08-03 11:25:06;OP-MIGR-00238;;AKTYWNY
2026-07-30;Chrzanów;2026-07-30;Magazyn Zabrze;ZAKUP;PZ/51  5/202624969/6082;TAK;Deklaracja;80.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;200.0;5.0;1000.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 11:26:17;OP-MIGR-00239;;AKTYWNY
2026-07-30;;2026-07-30;NDL Chrzanów, Leśnictwo Płoki;ZAKUP;PZ/52;TAK;Deklaracja;21.78;M3;141.0;3070.98;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 11:41:34;OP-MIGR-00240;;AKTYWNY
2026-07-30;;2026-07-30;Magazyn Zabrze;PRODUKCJA;PZ/52;TAK;Deklaracja;87.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 11:42:35;OP-MIGR-00241;;AKTYWNY
2026-07-30;;2026-07-30;Magazyn Zabrze;ZUŻYCIE;PZ/52;TAK;Deklaracja;87.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-08-03 11:42:35;OP-MIGR-00242;;AKTYWNY
2026-07-30;Chrzanów;2026-07-30;Magazyn Zabrze;ZAKUP;PZ/52  5/202624969/6083;TAK;KZR;87.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 4K626;200.0;5.0;1000.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 11:44:04;OP-MIGR-00243;;AKTYWNY
2026-07-30;;2026-07-30;NDL Chrzanów, Leśnictwo Płoki;ZAKUP;PZ/53;TAK;Deklaracja;14.0;M3;141.0;1974.0;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 11:50:21;OP-MIGR-00244;;AKTYWNY
2026-07-30;;2026-07-30;Magazyn Zabrze;PRODUKCJA;PZ/53;TAK;Deklaracja;56.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 11:51:14;OP-MIGR-00245;;AKTYWNY
2026-07-30;;2026-07-30;Magazyn Zabrze;ZUŻYCIE;PZ/53;TAK;Deklaracja;56.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-08-03 11:51:14;OP-MIGR-00246;;AKTYWNY
2026-07-30;Chrzanów;2026-07-30;Magazyn Zabrze;ZAKUP;PZ/53  5/202624969/6084;TAK;Deklaracja;56.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wiór);SK 7H433;200.0;6.0;1200.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-03 11:53:21;OP-MIGR-00247;;AKTYWNY
2026-07-30;Gdańsk;2026-07-30;Port Północny Gdańsk;ZAKUP;PZ/4/ŁN;TAK;KZR;652.2;TON;0.0;0.0;0.0;Łupiny nerkowca;;;0.0;DB Cargo;;0.0;0.0;0.0;Magazyn Zabrze;;23 Wagony Łupiny Nerkowca;Roesner Mateusz;2026-08-04 06:53:39;OP-MIGR-00248;;AKTYWNY
2026-07-30;Gdańsk;2026-07-30;Port Północny Gdańsk;ZAKUP;PZ/4/ŁN;TAK;KZR;315.7;TON;0.0;0.0;0.0;PKS;;;0.0;DB Cargo;;0.0;0.0;0.0;Magazyn Zabrze;;9 Wagonów + 1 dziurawy (pusty);Roesner Mateusz;2026-08-04 06:57:41;OP-MIGR-00249;;AKTYWNY
2026-07-30;Gdańsk;2026-07-30;Port Północny Gdańsk;ZAKUP;PZ/4/ŁN;TAK;KZR;271.35;TON;0.0;0.0;0.0;CNSC;;;0.0;DB Cargo;;0.0;0.0;0.0;Magazyn Zabrze;;9 Wagonów + 1 dziurawy (pusty);Roesner Mateusz;2026-08-04 07:00:41;OP-MIGR-00250;;AKTYWNY
2026-07-31;;2026-07-31;Lander Agro;ZAKUP;PZ/28/D;TAK;KZR;6.44;M3;230.0;1481.2;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-07-31 10:44:45;OP-MIGR-00251;;AKTYWNY
2026-08-03;Magazyn Pyskowice;2026-08-03;Magazyn Pyskowice;MM;MM-54;TAK;;23.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wiór);SK 7H433;40.0;6.0;240.0;Magazyn Zabrze;Magazyn Pyskowice;;Roesner Mateusz;2026-08-03 12:06:11;OP-MIGR-00252;;AKTYWNY
2026-08-03;;2026-08-03;NDL Chrzanów, Leśnictwo Płoki;ZAKUP;PZ/54  5/20264969/6088;TAK;Deklaracja;20.28;M3;141.0;2859.48;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:16:01;OP-MIGR-00253;;AKTYWNY
2026-08-03;;2026-08-03;Magazyn Zabrze;PRODUKCJA;PZ/54;TAK;Deklaracja;81.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:16:59;OP-MIGR-00254;;AKTYWNY
2026-08-03;;2026-08-03;Magazyn Zabrze;ZUŻYCIE;PZ/54;TAK;Deklaracja;81.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-08-10 09:16:59;OP-MIGR-00255;;AKTYWNY
2026-08-03;Chrzanów;2026-08-03;Magazyn Zabrze;ZAKUP;PZ/54;TAK;Deklaracja;81.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;200.0;5.0;1000.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:18:13;OP-MIGR-00256;;AKTYWNY
2026-08-03;;2026-08-03;NDL Chrzanów, Leśnictwo Płoki;ZAKUP;PZ/55  5/26264969/6089;TAK;Deklaracja;20.28;M3;141.0;2859.48;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:21:26;OP-MIGR-00257;;AKTYWNY
2026-08-03;;2026-08-03;Magazyn Zabrze;PRODUKCJA;PZ/55;TAK;Deklaracja;81.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:22:20;OP-MIGR-00258;;AKTYWNY
2026-08-03;;2026-08-03;Magazyn Zabrze;ZUŻYCIE;PZ/55;TAK;Deklaracja;81.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-08-10 09:22:20;OP-MIGR-00259;;AKTYWNY
2026-08-03;Chrzanów;2026-08-03;Magazyn Zabrze;ZAKUP;PZ/55;TAK;Deklaracja;81.12;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;200.0;5.0;1000.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:23:05;OP-MIGR-00260;;AKTYWNY
2026-08-03;;2026-08-03;NDL Chrzanów, Leśnictwo Płoki;ZAKUP;PZ/56;TAK;Deklaracja;17.0;M3;141.0;2397.0;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:25:54;OP-MIGR-00261;;AKTYWNY
2026-08-03;;2026-08-03;Magazyn Zabrze;PRODUKCJA;PZ/56;TAK;Deklaracja;68.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:26:39;OP-MIGR-00262;;AKTYWNY
2026-08-03;;2026-08-03;Magazyn Zabrze;ZUŻYCIE;PZ/56;TAK;Deklaracja;68.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-08-10 09:26:40;OP-MIGR-00263;;AKTYWNY
2026-08-03;Chrzanów;2026-08-03;Magazyn Zabrze;ZAKUP;PZ/56;TAK;Deklaracja;68.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 5L809;200.0;5.0;1000.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:27:34;OP-MIGR-00264;;AKTYWNY
2026-08-04;;2026-08-04;NDL Siewierz, Leśnictwo Mitręga;ZAKUP;PZ/57  1/20263368/6070;TAK;Deklaracja;16.96;M3;141.0;2391.36;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:30:05;OP-MIGR-00265;;AKTYWNY
2026-08-04;;2026-08-04;Magazyn Zabrze;PRODUKCJA;PZ/57;TAK;Deklaracja;67.84;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:30:57;OP-MIGR-00266;;AKTYWNY
2026-08-04;;2026-08-04;Magazyn Zabrze;ZUŻYCIE;PZ/57;TAK;Deklaracja;67.84;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-08-10 09:30:57;OP-MIGR-00267;;AKTYWNY
2026-08-04;Mitręga;2026-08-04;Magazyn Zabrze;ZAKUP;PZ/57;TAK;Deklaracja;67.84;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;105.0;5.0;525.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:34:22;OP-MIGR-00268;;AKTYWNY
2026-08-04;;2026-08-04;NDL Siewierz, Leśnictwo Mitręga;ZAKUP;PZ/58  1/20263368/6071;TAK;Deklaracja;17.38;M3;141.0;2450.58;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:36:24;OP-MIGR-00269;;AKTYWNY
2026-08-04;;2026-08-04;Magazyn Zabrze;PRODUKCJA;PZ/58;TAK;Deklaracja;69.52;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:37:12;OP-MIGR-00270;;AKTYWNY
2026-08-04;;2026-08-04;Magazyn Zabrze;ZUŻYCIE;PZ/58;TAK;Deklaracja;69.52;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-08-10 09:37:12;OP-MIGR-00271;;AKTYWNY
2026-08-04;Mitręga;2026-08-04;Magazyn Zabrze;ZAKUP;PZ/58;TAK;Deklaracja;69.52;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;105.0;5.0;525.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:38:20;OP-MIGR-00272;;AKTYWNY
2026-08-04;;2026-08-04;NDL Siewierz, Leśnictwo Mitręga;ZAKUP;PZ/59  1/20263368/6072;TAK;Deklaracja;15.96;M3;141.0;2250.36;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:40:11;OP-MIGR-00273;;AKTYWNY
2026-08-04;;2026-08-04;Magazyn Zabrze;PRODUKCJA;PZ/59;TAK;Deklaracja;63.84;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:41:19;OP-MIGR-00274;;AKTYWNY
2026-08-04;;2026-08-04;Magazyn Zabrze;ZUŻYCIE;PZ/59;TAK;Deklaracja;63.84;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-08-10 09:41:19;OP-MIGR-00275;;AKTYWNY
2026-08-04;Mitręga;2026-08-04;Magazyn Zabrze;ZAKUP;PZ/59;TAK;Deklaracja;63.84;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wiór);SK 7H433;105.0;6.0;630.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:42:37;OP-MIGR-00276;;AKTYWNY
2026-08-04;;2026-08-04;NDL Siewierz, Leśnictwo Mitręga;ZAKUP;PZ/60;TAK;Deklaracja;16.96;M3;141.0;2391.36;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:44:33;OP-MIGR-00277;;AKTYWNY
2026-08-04;;2026-08-04;Magazyn Zabrze;PRODUKCJA;PZ/60;TAK;Deklaracja;67.84;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:45:33;OP-MIGR-00278;;AKTYWNY
2026-08-04;;2026-08-04;Magazyn Zabrze;ZUŻYCIE;PZ/60;TAK;Deklaracja;67.84;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-08-10 09:45:33;OP-MIGR-00279;;AKTYWNY
2026-08-04;Mitręga;2026-08-04;Magazyn Zabrze;ZAKUP;PZ/60;TAK;Deklaracja;67.84;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 5L809;105.0;5.0;525.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:47:14;OP-MIGR-00280;;AKTYWNY
2026-08-04;;2026-08-04;NDL Siewierz, Leśnictwo Mitręga;ZAKUP;PZ/61  1/202623368/6075;TAK;Deklaracja;17.38;M3;141.0;2450.58;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:48:51;OP-MIGR-00281;;AKTYWNY
2026-08-04;;2026-08-04;Magazyn Zabrze;PRODUKCJA;PZ/61;TAK;Deklaracja;69.52;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:49:33;OP-MIGR-00282;;AKTYWNY
2026-08-04;;2026-08-04;Magazyn Zabrze;ZUŻYCIE;PZ/61;TAK;Deklaracja;69.52;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-08-10 09:49:34;OP-MIGR-00283;;AKTYWNY
2026-08-04;Mitręga;2026-08-04;Magazyn Zabrze;ZAKUP;PZ/61;TAK;Deklaracja;69.52;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;105.0;5.0;525.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:50:48;OP-MIGR-00284;;AKTYWNY
2026-08-04;;2026-08-04;NDL Siewierz, Leśnictwo Mitręga;ZAKUP;PZ/62  1/202623368/6076;TAK;Deklaracja;17.38;M3;141.0;2450.58;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:52:45;OP-MIGR-00285;;AKTYWNY
2026-08-04;;2026-08-04;Magazyn Zabrze;PRODUKCJA;PZ/62;TAK;Deklaracja;69.52;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:53:31;OP-MIGR-00286;;AKTYWNY
2026-08-04;;2026-08-04;Magazyn Zabrze;ZUŻYCIE;PZ/62;TAK;Deklaracja;69.52;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-08-10 09:53:31;OP-MIGR-00287;;AKTYWNY
2026-08-04;Mitręga;2026-08-04;Magazyn Zabrze;ZAKUP;PZ/62;TAK;Deklaracja;69.52;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;105.0;5.0;525.0;Magazyn Zabrze;;;Roesner Mateusz;2026-08-10 09:54:32;OP-MIGR-00288;;AKTYWNY
2026-08-04;;2026-08-04;NDL Siewierz, Leśnictwo Mitręga;ZAKUP;PZ/126  1/202623368/6073;TAK;Deklaracja;16.96;M3;0.0;0.0;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Produkcja z 04.05.2026r.;Roesner Mateusz;2026-09-02 08:48:36;OP-MIGR-00289;;AKTYWNY
2026-08-04;;2026-08-04;Magazyn Zabrze;PRODUKCJA;PZ/126;TAK;Deklaracja;67.84;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Produkcja z 04.05.2026r.;Roesner Mateusz;2026-09-02 08:51:01;OP-MIGR-00290;;AKTYWNY
2026-08-04;;2026-08-04;Magazyn Zabrze;ZUŻYCIE;PZ/126;TAK;Deklaracja;67.84;MP;0.0;0.0;0.0;Zrzyna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Automatyczne zużycie surowca do produkcji;;2026-09-02 08:51:02;OP-MIGR-00291;;AKTYWNY
2026-08-04;Mitręga;2026-08-04;Magazyn Zabrze;ZAKUP;PZ/126;TAK;Deklaracja;67.84;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Łukasz Wojciechowski);SK 4K625;105.0;5.0;525.0;Magazyn Zabrze;;Produkcja z 04.05.2026r.;Roesner Mateusz;2026-09-02 08:52:47;OP-MIGR-00292;;AKTYWNY
2026-08-05;;2026-08-05;Lander Agro;ZAKUP;PZ/29/D;TAK;KZR;28.15;M3;230.0;6474.5;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-08-10 09:10:15;OP-MIGR-00293;;AKTYWNY
2026-08-05;;2026-08-05;Lander Agro;ZAKUP;PZ/30/D;TAK;KZR;29.82;M3;230.0;6858.6;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-08-10 09:11:54;OP-MIGR-00294;;AKTYWNY
2026-08-05;Magazyn Zabrze;2026-08-05;Magazyn Zabrze;MM;MM-55;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;40.0;5.0;200.0;Magazyn Pyskowice;Magazyn Zabrze;;Roesner Mateusz;2026-08-10 09:59:21;OP-MIGR-00295;;AKTYWNY
2026-08-05;Magazyn Pyskowice;2026-08-05;Magazyn Pyskowice;SPRZEDAŻ;WZ-1;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;107.0;5.0;535.0;Re Alloys, Łaziska;;;Roesner Mateusz;2026-08-10 10:03:19;OP-MIGR-00296;;AKTYWNY
2026-08-05;Magazyn Zabrze;2026-08-05;Magazyn Zabrze;MM;MM-56;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;40.0;5.0;200.0;Magazyn Pyskowice;Magazyn Zabrze;;Roesner Mateusz;2026-08-10 10:05:37;OP-MIGR-00297;;AKTYWNY
2026-08-05;Magazyn Pyskowice;2026-08-05;Magazyn Pyskowice;SPRZEDAŻ;WZ-2;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;107.0;5.0;535.0;Re Alloys, Łaziska;;;Roesner Mateusz;2026-08-10 10:06:30;OP-MIGR-00298;;AKTYWNY
2026-08-05;Magazyn Zabrze;2026-08-05;Magazyn Zabrze;MM;MM-57;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 5L809;40.0;5.0;200.0;Magazyn Pyskowice;Magazyn Zabrze;;Roesner Mateusz;2026-08-10 10:08:57;OP-MIGR-00299;;AKTYWNY
2026-08-05;Magazyn Pyskowice;2026-08-05;Magazyn Pyskowice;SPRZEDAŻ;WZ-3;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 5L809;107.0;5.0;535.0;Re Alloys, Łaziska;;;Roesner Mateusz;2026-08-10 10:10:39;OP-MIGR-00300;;AKTYWNY
2026-08-05;Magazyn Zabrze;2026-08-05;Magazyn Zabrze;MM;MM-58;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;40.0;5.0;200.0;Magazyn Pyskowice;Magazyn Zabrze;;Roesner Mateusz;2026-08-10 10:12:38;OP-MIGR-00301;;AKTYWNY
2026-08-05;Magazyn Pyskowice;2026-08-05;Magazyn Pyskowice;SPRZEDAŻ;WZ-4;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;107.0;5.0;535.0;Re Alloys, Łaziska;;;Roesner Mateusz;2026-08-10 10:14:09;OP-MIGR-00302;;AKTYWNY
2026-08-05;Magazyn Zabrze;2026-08-05;Magazyn Zabrze;MM;MM-59;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;40.0;5.0;200.0;Magazyn Pyskowice;Magazyn Zabrze;;Roesner Mateusz;2026-08-10 10:16:00;OP-MIGR-00303;;AKTYWNY
2026-08-05;Magazyn Pyskowice;2026-08-05;Magazyn Pyskowice;SPRZEDAŻ;WZ-5;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;107.0;5.0;535.0;Re Alloys, Łaziska;;;Roesner Mateusz;2026-08-10 10:17:09;OP-MIGR-00304;;AKTYWNY
2026-08-05;Magazyn Zabrze;2026-08-05;Magazyn Zabrze;MM;MM-60;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 5K809;40.0;5.0;200.0;Magazyn Pyskowice;Magazyn Zabrze;;Roesner Mateusz;2026-08-10 10:19:30;OP-MIGR-00305;;AKTYWNY
2026-08-05;Magazyn Pyskowice;2026-08-05;Magazyn Pyskowice;SPRZEDAŻ;WZ-6;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 5L809;107.0;5.0;535.0;Re Alloys, Łaziska;;;Roesner Mateusz;2026-08-10 10:20:34;OP-MIGR-00306;;AKTYWNY
2026-08-06;Magazyn Zabrze;2026-08-06;Magazyn Zabrze;MM;MM-61;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;40.0;5.0;200.0;Magazyn Pyskowice;Magazyn Zabrze;;Roesner Mateusz;2026-08-10 10:22:26;OP-MIGR-00307;;AKTYWNY
2026-08-06;Magazyn Pyskowice;2026-08-06;Magazyn Pyskowice;SPRZEDAŻ;WZ-7;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;107.0;5.0;535.0;Re Alloys, Łaziska;;;Roesner Mateusz;2026-08-10 10:23:11;OP-MIGR-00308;;AKTYWNY
2026-08-06;Magazyn Zabrze;2026-08-06;Magazyn Zabrze;MM;MM-62;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;40.0;5.0;200.0;Magazyn Pyskowice;;;Roesner Mateusz;2026-08-10 10:25:07;OP-MIGR-00309;;AKTYWNY
2026-08-06;Magazyn Pyskowice;2026-08-06;Magazyn Pyskowice;SPRZEDAŻ;WZ-8;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;107.0;5.0;535.0;Re Alloys, Łaziska;;;Roesner Mateusz;2026-08-10 10:26:08;OP-MIGR-00310;;AKTYWNY
